level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_headword,ocr_bracket,ocr_context
N2,のこらず,残らず,300,left,25,,,のこらず,残らず,25 | のこらず【残らず】         較 / 全部 ・笑通・一個不剰      和: / のこ   た               7
N2,のみかい,飲み会,300,left,26,,,のみかい,飲み会,26 | のみかい【飲み会】              1 / @ 喝酒的聚會           | / の 。 かい さそ                 3
N2,バイキング,Viking,300,left,27,,,バイキング,Viking,。 227 |バイキング 【Viking】       | / “人@ 自助式吃到飽          | 」 / ]    ちょうしょく
N2,まかなう,賭う,300,left,28,,,まかなう,賭う,"、 28 |まかなう【賭う】      1 / 」 で 供給飯食供給,供應;維持  1, / しょく じ  まか                    3 !"
N2,よう,酔う,300,right,,1,duplicate_reading,よう,酔う,| よう【酔う】 / 五) 酔 酒酔 : 量(車、船) : (吃魚等) / 4毒;陶醉
N2,よくばる,欲張る,300,right,01,,,よくばる,欲張る,"1 | よくばる【欲張る】 / 五) 貪婪 ,貪心,貪得無壓"
N2,あめ,錠,300,right,01,,,あめ,錠,"1 | あめ【錠】 / ) 糖,麥芽糖"
N2,ウィスキー,whisky,300,right,02,,,ウィスキー,whisky,2 | ウィスキー【whisky】 / ) 威士忌(酒) / 』スコッチウィスキーを飲む。
N2,おかず,お数・お葉,300,right,03,,,おかず,お数・お葉,3 | おかず【お数・お葉】 / ) 菜飯 ・ 菜館
N2,おやつ,,301,left,04,1,blank_writing,おやつ,,"04 | おやつ / 包) (特指下午二到四點給兒童吃的)# / 心,零食    人"
N2,かし,菓子,301,left,0e,,,かし,菓子,"oe | かし【菓子】 / る 點心,糕點,糖果 / わ が し   か てい  つく"
N2,かたよる,偏る・片寄る,301,left,07,,,かたよる,偏る・片寄る,07 | かたよる【偏る・片寄る】 / 偏於 ・ 不公正 : 偏祖 : 失去平衡 / えいよう かたよ
N2,クリーム,cream,301,left,08,,,クリーム,cream,"08 | クリーム 【cream】 / 鮮妨油 ,奶酪;膏狀化妝品;皮鞋油 / 冰淇淋"
N2,じさん,持参,301,left,09,,,じさん,持参,09 | じさん【持参】 / (名・人すず) 帶來(去) ・ 自備 / べんとう    じ さん
N2,食物,,301,left,00,1,blank_writing;unexpected_reading_chars;suspicious_reading,食物,,300 | 食物
N2,しょくえん,食塩,301,right,10,,,しょくえん,食塩,| 10 |しょくえん【食塩】 / :   uk<えん 。 さとう あじつ / | 遼食塩と砂糖で味付けする。
N2,しょくもつ,食物,301,right,02,,,しょくもつ,食物,“| 2 |しょくもつ【食物】 / | @ 食物 / 5   しょくもつ
N2,しる,汁,301,right,03,,,しる,汁,"""3 |しる【汁】 / | @汗液・娠:湯: 味噌湯 / 5       しる 。 つっ"
N2,ちゃ,茶,301,right,,,,ちゃ,茶,| |ちゃ【茶】 / 9) 茶 茶樹 : 茶葉 : 茶水 / 1 回茶を入れる。
N2,チップ,chip,301,right,05,,,チップ,chip,".! 5 |チップ【chip】 / | 8 (肖木所留下的)片前 ; 洋芋片 / | 圖未子上,子必了及在作。"
N2,とうふ,豆腐,302,left,06,,,とうふ,豆腐,]  6 |とうふ【豆腐】 / 回避府は安い。                | / 還豆腐很便宜。           1 !
N2,めし,飯,302,left,,,,めし,飯,"、 |めし【飯】                | / 會米飯;吃飯,用餐;生活,生計 | / めし  た                    :"
N2,もち,餅,302,left,01,,,もち,餅,」  1 | もち【餅】 / 全年爛 / 說                      き
N2,もる,盛る,302,left,20,,,もる,盛る,"20 | もる【盛る】              | / 5) 盛滿,裝滿;堆滿,堆高;配藥, 3; / 、 下毒 ; 刻劃,標刻度        由"
N2,れいとうしょくひん,冷凍食品,302,left,02,,,れいとうしょくひん,冷凍食品,。 2 |れいとうしょくひん【冷凍食品】 | / ] 冷凍食品 / れいとうしょくひ  べん し              由
N2,放說釣,鱗名. 焙台,302,right,01,1,unexpected_reading_chars;suspicious_reading,放說釣,鱗名. 焙台,1|放說釣【鱗名. 焙台】         lg / jj) 烤;烘乾;取暖                      用
N2,いる,前る・炒る,302,right,02,,,いる,前る・炒る,2 |いる【前る・炒る】 / t五) 炒 ・ 前
N2,うすめる,薄める,302,right,03,,,うすめる,薄める,3 | うすめる【薄める】 / 下二) 稀釋 ・ 弄淡
N2,かねつ,加熱,302,right,04,,,かねつ,加熱,"4 | かねつ【加熱】 / ・他サ) 加熱,高溫處理"
N2,こがす,焦がす,302,right,05,,,こがす,焦がす,"5 | こがす【焦がす】 / 五) 弄糊,烤焦,燒焦;(心情)焦急, / 慮;用香薰"
N2,すいじ,炊事,303,left,07,,,すいじ,炊事,07 | すいじ【炊事】 / (名・自す) 高調 ・煮飯 / かれ   すい じ とうばん
N2,そそぐ,注ぐ,303,left,08,,,そそぐ,注ぐ,"08 | そそぐ【注ぐ】 / (中 ・他五) (水不断地)注入:流入:(雨ヽ / 等)落下;(把液體等)注入,倒入;澆,泗"
N2,ちょうみりょう,調味料,303,left,09,,,ちょうみりょう,調味料,"09 | ちょうみりょう【調味料】 / る 調味料 ,佐料 / ちょう み りょう   くわ"
N2,できあがり,出来上がり,303,left,10,,,できあがり,出来上がり,10 | できあがり【出来上がり】 / る) 做好 '做完;完成的結果( 手藝 質量 / で き あぁ         ま
N2,できあがる,出来上がる,303,left,11,,,できあがる,出来上がる,"11 | できあがる【出来上がる】 / (中五) 完成,做好;天性,生來就, / で き あぁあ"
N2,ねっする,熱する,303,left,12,,,ねっする,熱する,"12 | ねっする【熱する】 / (自サ・他サ) 加熱,變熱,發熱;熱中於 / 興奮 激動"
N2,餐廚用具,,303,left,02,1,blank_writing;unexpected_reading_chars;suspicious_reading,餐廚用具,,302 | 餐廚用具
N2,ひをとおす,火を通す,303,right,13,,,ひをとおす,火を通す,i 13 | ひをとおす【火を通す】 / i 他 加熱;烹者 / ひ  とお
N2,ゆげ,湯気,303,right,04,,,ゆげ,湯気,"| 4 | ゆげ【湯気】 / | @ 蒸氣,熱氣;(蒸汽凝結的)水珠, / : 水滴"
N2,れいとう,冷凍,303,right,05,,,れいとう,冷凍,| 5 | れいとう【冷凍】 / ; (名・他ず) 冷凍 / :   にく 。れいとう
N2,大未,穴,303,right,01,1,unexpected_reading_chars;suspicious_reading,大未,穴,"| 01 |大未【穴】 / . ji @ 窯,爐;鍋爐 / :   かま や"
N2,かんづめ,缶詰,303,right,02,,,かんづめ,缶詰,| 02 | かんづめ【缶詰】 / - る 罐頭;不與外界接觸的狀態;擁擠 / | 的狀能
N2,記已,是,303,right,03,1,unexpected_reading_chars;suspicious_reading,記已,是,"03 |記已[是】 / | @ 匙子,小村子 / さじ"
N2,しょっき,食器,304,left,05,,,しょっき,食器,05 | しょっき【食器】       時 / @ 餐具              轉 / しょっ き   あら                             全
N2,ずみ,済み,304,left,06,,,ずみ,済み,06 | ずみ【済み】                  | / @ 完了 ・完結 : 付清・付族     | / し ょよう ず      かみ          かつよう          :
N2,せともの,瀬戸物,304,left,07,,,せともの,瀬戸物,07 | せともの【瀬戸物】           | / @ 陶次品 / せ ともの しょうかい                :
N2,ひび,鯉・交,304,left,,,,ひび,鯉・交,"|ひび【鯉・交】                | / @ (陶器、玻璃等)裂紋,裂痕;(人和 | / 人之間) 發生裂痕; (身體、精神)發生"
N2,やかん,薬缶,304,right,01,,,やかん,薬缶,"1 | やかん【薬缶】 / )(銅、鋁製的)壺,水索"
N2,いりょうひん,衣料品,305,left,02,,,いりょうひん,衣料品,02 | いりょうひん【衣料品】 / @) 衣料 : 衣服 / い りょうひんてん いとな
N2,うつす,映す,305,left,03,,,うつす,映す,"03 | うつす【映す】 / 映 , 照 : 放映 / すがた うつ"
N2,おでかけ,お出掛け,305,left,94,,,おでかけ,お出掛け,| 94 |おでかけ【お出掛け】 / 人る 出門 正要出門                 ! / 寢      Po    のリ
N2,かおり,香り,305,left,05,,,かおり,香り,"05 | かおり【香り】 / 負) 芳香 , 香気 / かお      全"
N2,きじ,生地,305,right,0e,,,きじ,生地,"| oe |きじ【生地】 / | @ 本色,素質,本來面目;布料;(陶"
N2,きれ,切れ,305,right,07,,,きれ,切れ,"| o7 |きれ【切れ】 / . | @@ 衣料,布頭,碎布"
N2,けがわ,毛皮,305,right,08,,,けがわ,毛皮,| 08 |けがわ【毛皮】 / . |會毛皮
N2,しみ,染み,305,right,09,,,しみ,染み,09 | しみ【染み】 / | @汗垢:玉沖
N2,つるす,吊るす,305,right,10,,,つるす,吊るす,"| 10 |つるす【吊るす】 / - (5) 懸起,吊起,掛著"
N2,ドレス,dress,305,right,11,,,ドレス,dress,"| 11 | ドレス 【dress】 / i @ 女西服,洋裝,女禮服"
N2,ねまき,寝間着,306,left,12,,,ねまき,寝間着,12 | ねまき【寝間着】 / 全睡衣             : / ねまき きが              :
N2,はだぎ,肌着,306,left,03,,,はだぎ,肌着,"3 | はだぎ【肌着】 / 祀(貼身)襯衣,汗衫                   : / ふじん はだぎ しな ほうふ               3"
N2,はなやか,華やか,306,left,14,,,はなやか,華やか,14 | はなやか【華やか】             | / 18動) 華鹿 : 輝糧 : 活躍 : 引人注目 / はな       ふくそう   しゅっせき               :
N2,ふくそう,服装,306,left,15,,,ふくそう,服装,"15 | ふくそう【服装】 / 全服裝,服餓           | / ふくそう   こ                            5"
N2,ふくらむ,膨らむ,306,left,06,,,ふくらむ,膨らむ,"6 | ふくらむ【膨らむ】      | / (お) 鼓起,膨脹;(因為不開心而)岩嘴 3; / 較ボケットが膨んだ。"
N2,みずぎ,水着,306,left,07,,,みずぎ,水着,7 | みずぎ【水着】                   | / 多 泳裝 / みず ぎ   き か                       5
N2,モダン,modern,306,right,08,,,モダン,modern,"8 | モダン【modern】 / 5・形) 現代的 ,流行的,時髦的           N2 / ふくそう あらわ"
N2,ゆかた,浴衣,306,right,09,,,ゆかた,浴衣,9 | ゆかた【浴衣】 / ゆかた    き / 浴衣を着る。
N2,ゆったり,,306,right,00,1,blank_writing,ゆったり,,0 |ゆったり / 自六 寬敞舒適 / 記ゆったりした服が着たくなる。
N2,わふく,和服,306,right,01,,,わふく,和服,1 | わふく【和服】 / ら) 日本和服 ・ 和服 / わ ふくすがた あらわ
N2,ワンピース,one-piece,306,right,02,,,ワンピース,one-piece,"2 |ワンピース 【one-piece】 / g) 連身裙,洋裝 / き"
N2,うらがえす,在返す,306,right,01,,,うらがえす,在返す,")1 | うらがえす【在返す】 / 他五) 翻過來;通敵,叛變 / ぐつした   うらがえ      は"
N2,うわ,上,307,left,02,,,うわ,上,"02 | うわ【上】 / (G驗) (位置的)上導・ 上面表面: ( / 值、程度)高;輕率,隨便"
N2,エプロン,apron,307,left,03,,,エプロン,apron,03 | エプロン【apron】 / 名) 圍裙 / 較エプロンを付ける。
N2,おび,帯,307,left,04,,,おび,帯,"04 | おび【帯】 / @色(和服裝飾用的)衣帶,腰帶;「帶# / 的簡稱"
N2,かぶせる,被せる,307,left,05,,,かぶせる,被せる,05 | かぶせる【被せる】 / 蓋上;(用水)澆沖;戴上(帽子等 / 推卸
N2,きがえ,着替え,307,left,0e,,,きがえ,着替え,oe | きがえ【着替え】 / 久) 換衣服 : 換的衣服 / き が
N2,げた,下駄,307,left,07,,,げた,下駄,07 | げた【下駄】 / 多) 木履 / !7 大   は
N2,じかに,直に,307,right,08,,,じかに,直に,io8 | じかに【直に】 / 20)三接地・親自地:貼身 / :   はだ 。 じか き
N2,たび,足袋,307,right,0y,1,duplicate_reading,たび,足袋,"""oy |たび【足袋】 / i @ 日式白布襪 / :   た び   は"
N2,たれさがる,垂れ下がる,307,right,10,,,たれさがる,垂れ下がる,“| 10 | たれさがる【垂れ下がる】 / i (人fa) 下垂 / :        太   さ
N2,つける,着ける,307,right,,,,つける,着ける,"|つける【着ける】 / i (二) 佩帶,穿上 / 5   ふく  み  Fe"
N2,ながそで,長袖,307,right,12,,,ながそで,長袖,| 12 | ながそで【長袖】 / ... 1 @長袖 / 1   ながそで 。 ふく き
N2,バンド,band,307,right,13,,,バンド,band,"| 13 |バンド【band】 / 1 @ 樂團帶;狀物;皮帶,腰帶 / | 圏バンドを締める。"
N2,ブローチ,brooch,307,right,14,,,ブローチ,brooch,14 | ブローチ【brooch】 / i 胸針
N2,ほころびる,綻びる,308,left,15,,,ほころびる,綻びる,"15 | ほころびる【綻びる】 / (@Tつ 脫線;使微微地張開,綻放 。 / ほころ                            :"
N2,ほどく,解く,308,left,06,,,ほどく,解く,6 | ほどく【解く】 / (@) 解開(繩結等) ;拆解(縫的東西) j;: / むす め ほど                          :
N2,けいと,毛系,308,left,00,,,けいと,毛系,0 | けいと【毛系】                  | / 毛線 / け いと   あ                             :
N2,てぬぐい,手ぬぐい,308,left,02,,,てぬぐい,手ぬぐい,02 |てぬぐい【手ぬぐい】         | / る 布手中 / で            ぼ
N2,ぬの,布,308,left,00,,,ぬの,布,0 |ぬの【布】                   | / 名 布下 ;棉布;麻布 / の   お                                H
N2,ひも,細,308,left,,,,ひも,細,"|ひも【細】         | / 名 (布、皮革等的)細繩,帶     | / ]"
N2,ようもう,羊毛,308,right,05,,,ようもう,羊毛,5 | ようもう【羊毛】                  回 / ) 羊毛 / ようもう   か
N2,わた,綿,308,right,06,,,わた,綿,6 |わた【綿】 / )(植)棉 ; 棉花 ;柳囚;絲棉 / わた   い
N2,あびる,浴びる,309,left,01,1,reading_auto_cleaned,あびる人,浴びる,01 | あびる人【浴びる】 / (介上つ洗:浴:旧照:演受'蒙受 / あ
N2,かつぐ,担ぐ,309,left,03,,,かつぐ,担ぐ,"03 | かつぐ【担ぐ】 / (4五) 扛,挑;推舉,擁戴;受騙 / に もつ  かつ"
N2,きんにく,筋肉,309,left,04,,,きんにく,筋肉,04 | きんにく【筋肉】 / 多) 肌肉 / きんにく   きた
N2,こし,腰,309,left,05,,,こし,腰,"05 | こし【腰】 / (名.去尾, 腰 : (衣服、祖子等的) 腰身 / こし   ぬ"
N2,こしかける,腰掛ける,309,right,0e,,,こしかける,腰掛ける,| oe | こしかける【腰掛ける】 / | (本六 坐下 / 4         こし か
N2,ころぶ,転ぶ,309,right,07,,,ころぶ,転ぶ,"| 07 | ころぶ【転ぶ】 / (人 跌倒,倒下;滾轉;趨勢發展,事 / ...j態變化"
N2,しせい,姿勢,309,right,08,,,しせい,姿勢,| 08 | しせい【姿勢】 / | @ (身體)姿勢;態度 / 日   し せい
N2,しゃがむ,,309,right,09,1,blank_writing,しゃがむ,,09 | しゃがむ / | 圏しゃがんで小石を捨う。 / i 語蹲下撿小石頭。
N2,しんしん,心身,309,right,00,,,しんしん,心身,| 0 |しんしん【心身 / ...  @ 身和心;精神和肉體 / :   しんしん きた
N2,ぜんしん,全身,310,left,12,1,duplicate_reading,ぜんしん,全身,12 | ぜんしん【全身】            較 / @ 全身             1 / はうう = ぜんしん 。 ひろ             : |
N2,ていれ,手入れ,310,left,14,,,ていれ,手入れ,14 | ていれ【手入れ】           | / (名・他) 収拾・ 修整 : 検里・捜捕     時 / はだ  まま MA                    5
N2,どうさ,動作,310,left,15,,,どうさ,動作,15 | どうさ【動作】 / る時の 動作           | / どうさ はや             :
N2,とびはねる,飛び跳ねる,310,left,,,,とびはねる,飛び跳ねる,'% | とびはねる【飛び跳ねる】 / (和下二 跳躍                  生 / と   は    よろこ                3
